medicine_id,medicine_name,brand,pharmacy_names,latitudes,longitudes,total_quantity_sold
1390,Montelukast,"Montiget, Paediatric","EMIR HEALTH CENTER , KARURA CHEMIST II  TILL 8073490","-1.266125, -1.2196352","36.910522, 36.7128582",15
1391,Montelukast,Montallerg,EMIR HEALTH CENTER ,-1.266125,36.910522,6
1392,Montelukast,Solo,MEDPLEX CHEMIST,-1.4293031,36.6872005,4
1394,Montelukast ,Montel,KARURA CHEMIST II  TILL 8073490,-1.2196352,36.7128582,5
1397,Montelukast ,L - Montus,"Jubilee-Care Chemist, KARURA CHEMIST II  TILL 8073490","-1.1003338, -1.2196352","37.0129017, 36.7128582",14
1399,Mouthwash,Sonatec,KARURA CHEMIST II  TILL 8073490,-1.2196352,36.7128582,1
1403,Moxifloxacin,Apdrops,KARURA CHEMIST II  TILL 8073490,-1.2196352,36.7128582,1
1406,Multivitamin,ZinComplex,Disanjo Chemist ,-1.2650867,36.8826178,7
1412,Multivitamin - Bones,"Osteocare, Chewable",KARURA CHEMIST II  TILL 8073490,-1.2196352,36.7128582,30
1413,Multivitamin - Bones,Osteocare,EMIR HEALTH CENTER ,-1.266125,36.910522,47
1417,Multivitamin - General,Euvitan,Falcon medical clinic ,,,64
1421,Multivitamin - General,Rinavit,Falcon medical clinic ,,,19
1422,Multivitamin - General,Nutrivita,MEDPLEX CHEMIST,-1.4293031,36.6872005,1
1423,Multivitamin - General,Dawavite,B-sons pharmacy,-1.2673667,36.7509204,1
1427,Multivitamin - General,Jointcare Daily Vitahealth,Romac Pharmacy ,-1.2706834,36.8466657,18
1428,Multivitamin - General,Trimetabol,MEDPLEX CHEMIST,-1.4293031,36.6872005,1
1435,Multivitamin - Neuro,"Neuro, Forte","Apotek Pharmaceutical, Falcon medical clinic , KARURA CHEMIST II  TILL 8073490, MEDPLEX CHEMIST","-1.2885927, -1.2196352, -1.4293031","36.9504001, 36.7128582, 36.6872005",540
1438,Multivitamin - Pregnancy,"Pregnacare, Conception",Jubilee-Care Chemist,-1.1003338,37.0129017,60
1440,Multivitamin - Pregnancy,Pregnacare Original,"EMIR HEALTH CENTER , MEDPLEX CHEMIST","-1.266125, -1.4293031","36.910522, 36.6872005",63
1443,Multivitamins,Omega H3,"KARURA CHEMIST II  TILL 8073490, MEDPLEX CHEMIST, SIDAI CHEMIST","-1.2196352, -1.4293031, -1.4779526","36.7128582, 36.6872005, 36.9577694",284
1446,Mupirocin,Zupricin Ointment,"EMIR HEALTH CENTER , KEGAKA PHARMACY","-1.266125, -1.0133967","36.910522, 36.9058388",2
1448,Naproxen,Naprin,KARURA CHEMIST II  TILL 8073490,-1.2196352,36.7128582,10
1449,Nasal Hygiene,Sterimar,Romac Pharmacy ,-1.2706834,36.8466657,10
1454,Nebivolol,Nebilong,KARURA CHEMIST II  TILL 8073490,-1.2196352,36.7128582,5
1455,Nebivolol ,Nebilet,Kasrut pharmacy,-1.4928076,37.2463473,2
1457,Needle - General,Fino Ject,Romac Pharmacy ,-1.2706834,36.8466657,23
1458,Needle - General,"Needles, G21",KARURA CHEMIST II  TILL 8073490,-1.2196352,36.7128582,60
1461,Neomycin ,"Grabacin, Powder","ANGELIC STAR PHARMACEUTICALS, Apotek Pharmaceutical","-1.2834847, -1.2885927","36.889222, 36.9504001",5
1464,Neopeptine Capsules,Neopeptine,KARURA CHEMIST II  TILL 8073490,-1.2196352,36.7128582,2
1468,Nifedipine,Nifedidenk,"Churmad Retail Pharmacy , KARURA CHEMIST II  TILL 8073490","-1.3319206, -1.2196352","36.8571633, 36.7128582",5
1472,Nifedipine ,Nilol,KARURA CHEMIST II  TILL 8073490,-1.2196352,36.7128582,14
1478,Nitrofurantoin,Cosmos,"ANGELIC STAR PHARMACEUTICALS, Falcon medical clinic ",-1.2834847,36.889222,143
1479,Norethisterone,Steron,"B-sons pharmacy, BetahCare Family Health Clinic, Bripamu Medical Stores, EMIR HEALTH CENTER , Falcon medical clinic , Jubilee-Care Chemist, KARURA CHEMIST II  TILL 8073490, MEDIBLEND , MEDPLEX CHEMIST, Nas Chemist, SIDAI CHEMIST","-1.2673667, -1.3111251, -1.266125, -1.1003338, -1.2196352, -1.282731, -1.4293031, 0.5206237, -1.4779526","36.7509204, 36.8939304, 36.910522, 37.0129017, 36.7128582, 36.7848689, 36.6872005, 35.2762755, 36.9577694",443
1482,Normal Saline,Nosalla,urit medical ,-1.1009928,37.0129877,3
1483,Normal Saline,Generic,"Bonaim pharmacy , Falcon medical clinic , KARURA CHEMIST II  TILL 8073490, Kizito Medical Clinic, MEDPLEX CHEMIST","-1.2062072, -1.2196352, -1.4293031","36.89570200000001, 36.7128582, 36.6872005",15
1485,Normal Saline,Novorin,"Apotek Pharmaceutical, EMIR HEALTH CENTER ","-1.2885927, -1.266125","36.9504001, 36.910522",10
1492,Nystatin,Dawastin,"B-sons pharmacy, EMIR HEALTH CENTER , Falcon medical clinic ","-1.2673667, -1.266125","36.7509204, 36.910522",8
1494,Ofloxacin,Ofla OD,KARURA CHEMIST II  TILL 8073490,-1.2196352,36.7128582,1
1501,Ofloxacin ,Ojen OZ,"Disanjo Chemist , EMIR HEALTH CENTER , MEDPLEX CHEMIST","-1.2650867, -1.266125, -1.4293031","36.8826178, 36.910522, 36.6872005",7
1504,Omega-3,Vitahealth,SIDAI CHEMIST,-1.4779526,36.9577694,1
1505,Omega-3,Valupak,"EMIR HEALTH CENTER , MEDPLEX CHEMIST","-1.266125, -1.4293031","36.910522, 36.6872005",50
1509,Omeprazole,Omis,"ANGELIC STAR PHARMACEUTICALS, ANGELLIC STAR PHARMACY , Apotek Pharmaceutical, B-sons pharmacy, Barbie's chem , Bonaim pharmacy , Bripamu Medical Stores, CARDINAL CHEMIST, Disanjo Chemist , Eloc pharmacy , Falcon medical clinic , Fast Health Pharmacy , Jubilee-Care Chemist, KEGAKA PHARMACY, Perta Chemist","-1.2834847, -1.2844625, -1.2885927, -1.2673667, -1.2827303, -1.2062072, -1.3111251, -1.3958137, -1.2650867, -1.2953742, -1.2908275, -1.1003338, -1.0133967, -1.1079318","36.889222, 36.885289, 36.9504001, 36.7509204, 36.82766, 36.89570200000001, 36.8939304, 36.7638655, 36.8826178, 36.7455442, 36.7327734, 37.0129017, 36.9058388, 37.016326",2144
1510,Omeprazole,Ulzol,PANDE pharmacy ,-1.0569879,37.1106545,200
1511,Omeprazole,Onpraz,Jubilee-Care Chemist,-1.1003338,37.0129017,35
1513,Omeprazole,Aprazole Plus,Nas Chemist,0.5206237,35.2762755,22
1514,Omeprazole,Ocid,"BetahCare Family Health Clinic, EMIR HEALTH CENTER ",-1.266125,36.910522,1037
1517,Ondansetron,Onderon,Romac Pharmacy ,-1.2706834,36.8466657,6
1518,Ondansetron,Emitino,EMIR HEALTH CENTER ,-1.266125,36.910522,6
1521,Ondansetron,emitino,KARURA CHEMIST II  TILL 8073490,-1.2196352,36.7128582,1
1522,Oral B Dental Floss,Oral B Dental Floss,Jubilee-Care Chemist,-1.1003338,37.0129017,1
1523,Oral Rehydration Salt,ORS,"Apotek Pharmaceutical, Bonaim pharmacy , Bripamu Medical Stores, CHARLIK PHARMACY, Eloc pharmacy , Jubilee-Care Chemist, KARURA CHEMIST II  TILL 8073490, MEDPLEX CHEMIST","-1.2885927, -1.2062072, -1.3111251, -1.215894, -1.2953742, -1.1003338, -1.2196352, -1.4293031","36.9504001, 36.89570200000001, 36.8939304, 36.88669160000001, 36.7455442, 37.0129017, 36.7128582, 36.6872005",29
1525,Ornidazole,Dazolic,urit medical ,-1.1009928,37.0129877,4
1528,Oxybutynin Chloride,Oxinus,MEDPLEX CHEMIST,-1.4293031,36.6872005,82
1529,Pain Reliever,Touch and Go,"EMIR HEALTH CENTER , Jubilee-Care Chemist","-1.266125, -1.1003338","36.910522, 37.0129017",2
1533,Pantoprazole,Pan 40,KARURA CHEMIST II  TILL 8073490,-1.2196352,36.7128582,10
1538,Paracetamol,Painil,"Campus Wellness Pharmacy , KerRan Pharma",-29.4512856,27.7206302,51
1539,Paracetamol,Paradol,"CALMAK CHEMIST , Disanjo Chemist , Jubilee-Care Chemist","-1.053931, -1.2650867, -1.1003338","38.3631399, 36.8826178, 37.0129017",96
1542,Paracetamol,Betafen,Romac Pharmacy ,-1.2706834,36.8466657,11
1543,Paracetamol,Parol,"Apotek Pharmaceutical, Genevision pharmacy, KARURA CHEMIST II  TILL 8073490","-1.2885927, -1.4532496, -1.2196352","36.9504001, 36.971792, 36.7128582",5
1544,Paracetamol,Panadol Actifast,Hellen pharma ,-1.285217,36.8316976,3
1546,Paracetamol,Betamol,"BetahCare Family Health Clinic, Eloc pharmacy , Jubilee-Care Chemist, Shine Pharmacy","-1.2953742, -1.1003338, -1.2836809","36.7455442, 37.0129017, 36.8236255",43
1547,Paracetamol,Parol,"Falcon medical clinic , Jubilee-Care Chemist",-1.1003338,37.0129017,147
1548,Paracetamol,Cetamol,"Apotek Pharmaceutical, Bonaim pharmacy , Miliecare","-1.2885927, -1.2062072","36.9504001, 36.89570200000001",25
1549,Paracetamol,Adol Suppository,"ANGELLIC STAR PHARMACY , Eloc pharmacy , MEDPLEX CHEMIST","-1.2844625, -1.2953742, -1.4293031","36.885289, 36.7455442, 36.6872005",14
1550,Paracetamol,Cetamol,"Bonaim pharmacy , Bripamu Medical Stores, EMIR HEALTH CENTER , Jubilee-Care Chemist, MEDPLEX CHEMIST","-1.2062072, -1.3111251, -1.266125, -1.1003338, -1.4293031","36.89570200000001, 36.8939304, 36.910522, 37.0129017, 36.6872005",203
1551,Paracetamol,"Panadol, Baby & Infant","KARURA CHEMIST II  TILL 8073490, Tylenek ","-1.2196352, -1.2986566","36.7128582, 36.7782771",3
1552,Paracetamol,betamol,"ANGELIC STAR PHARMACEUTICALS, Benpeny Chemist, BetahCare Family Health Clinic, Jubilee-Care Chemist, KARURA CHEMIST II  TILL 8073490","-1.2834847, -1.1469238, -1.1003338, -1.2196352","36.889222, 36.9587031, 37.0129017, 36.7128582",16
1553,Paracetamol,Gacet 250,"B-sons pharmacy, PANDE pharmacy ","-1.2673667, -1.0569879","36.7509204, 37.1106545",10
1554,Paracetamol,Panadol Children 5-12,"EMIR HEALTH CENTER , Falcon medical clinic ",-1.266125,36.910522,77
1556,Paracetamol,"Calpol, Infant","ANGELLIC STAR PHARMACY , B-sons pharmacy, Contract Pharmaceutocals-Kenya, Domain Care Pharmacy, Gallys pharmacy, Jobbs chemist, KARURA CHEMIST II  TILL 8073490, MEDPLEX CHEMIST, Primo pharmacy , Saaynex pharmacy , Witethie One Afyacare Chemist","-1.2844625, -1.2673667, -1.4582262, -1.2085276, -1.3319206, -1.2033456, -1.2196352, -1.4293031, -1.2684709, -1.2778042, -1.2530089","36.885289, 36.7509204, 36.9770502, 36.8997757, 36.8571633, 36.9152292, 36.7128582, 36.6872005, 36.7483516, 36.9001114, 36.8883399",20
1557,Paracetamol,Curamol,"Apotek Pharmaceutical, Bonmed healthcare services , Bripamu Medical Stores, Crowmed pharmaceuticals , Disanjo Chemist , Eloc pharmacy , EMIR HEALTH CENTER , Jovi Pharmaceuticals , KARURA CHEMIST II  TILL 8073490, MEDPLEX CHEMIST, Miliecare, Pesh chemist","-1.2885927, -1.3016847, -1.3111251, -1.3621855, -1.2650867, -1.2953742, -1.266125, -1.3685031, -1.2196352, -1.4293031, -1.2563775","36.9504001, 36.888386, 36.8939304, 36.6555867, 36.8826178, 36.7455442, 36.910522, 36.9401517, 36.7128582, 36.6872005, 36.9241304",55
1559,Paracetamol,PCM,"B-sons pharmacy, CALMAK CHEMIST , Crowmed pharmaceuticals , Falcon medical clinic , MEDPLEX CHEMIST, Miliecare, SAMIALBA, urit medical ","-1.2673667, -1.053931, -1.3621855, -1.4293031, -1.279668, -1.1009928","36.7509204, 38.3631399, 36.6555867, 36.6872005, 36.82553, 37.0129877",2429
1560,Paracetamol,"Calpol, Infant","ANGELIC STAR PHARMACEUTICALS, ANGELLIC STAR PHARMACY , Apotek Pharmaceutical, CHARLIK PHARMACY, Eloc pharmacy , EMIR HEALTH CENTER , Jubilee-Care Chemist, MEDPLEX CHEMIST, Saaynex pharmacy , SIDAI CHEMIST","-1.2834847, -1.2844625, -1.2885927, -1.215894, -1.2953742, -1.266125, -1.1003338, -1.4293031, -1.2778042, -1.4779526","36.889222, 36.885289, 36.9504001, 36.88669160000001, 36.7455442, 36.910522, 37.0129017, 36.6872005, 36.9001114, 36.9577694",44
1562,Paracetamol,"Panadol, Advance","ANGELLIC STAR PHARMACY , Apotek Pharmaceutical, Disanjo Chemist , Eloc pharmacy , EMIR HEALTH CENTER , Falcon medical clinic , Helmet, Jubilee-Care Chemist, KARURA CHEMIST II  TILL 8073490, Loipan Pharmacy, MEDIBLEND , Sportpharm chemist","-1.2844625, -1.2885927, -1.2650867, -1.2953742, -1.266125, -0.0980706, -1.1003338, -1.2196352, -1.4766794, -1.282731, -1.2937908","36.885289, 36.9504001, 36.8826178, 36.7455442, 36.910522, 34.7513591, 37.0129017, 36.7128582, 36.9597949, 36.7848689, 36.8797927",310
1563,Paracetamol,Cipladon,"ANGELIC STAR PHARMACEUTICALS, ANGELLIC STAR PHARMACY , Bonaim pharmacy , Eloc pharmacy , Falcon medical clinic , KARURA CHEMIST II  TILL 8073490","-1.2834847, -1.2844625, -1.2062072, -1.2953742, -1.2196352","36.889222, 36.885289, 36.89570200000001, 36.7455442, 36.7128582",26
1564,Paracetamol,Paracetamol,"CARDINAL CHEMIST, Eloc pharmacy , EMIR HEALTH CENTER , KARURA CHEMIST II  TILL 8073490, MEDPLEX CHEMIST","-1.3958137, -1.2953742, -1.266125, -1.2196352, -1.4293031","36.7638655, 36.7455442, 36.910522, 36.7128582, 36.6872005",1948
1565,Paracetamol,Curamol,"B-sons pharmacy, Crowmed pharmaceuticals , Eloc pharmacy , Highcare pharmaceuticals ltd, Jovi Pharmaceuticals , KARURA CHEMIST II  TILL 8073490, MEDPLEX CHEMIST, memah bestcare pharmacy, Mercilin Afya services , Nas Chemist, SIDAI CHEMIST, Tikotiko Chemist ","-1.2673667, -1.3621855, -1.2953742, -1.2779609, -1.3685031, -1.2196352, -1.4293031, -0.3076936, -1.3921923, 0.5206237, -1.4779526, -1.3080828","36.7509204, 36.6555867, 36.7455442, 36.8913474, 36.9401517, 36.7128582, 36.6872005, 38.2196697, 36.9407301, 35.2762755, 36.9577694, 36.7819929",126
1567,Paracetamol ,Sona Moja,"BetahCare Family Health Clinic, Bripamu Medical Stores, Eloc pharmacy ","-1.3111251, -1.2953742","36.8939304, 36.7455442",33
1568,Paracetamol ,Mara Moja,"Apotek Pharmaceutical, CHARLIK PHARMACY, Crowmed pharmaceuticals , Disanjo Chemist , Falcon medical clinic , MEDIBLEND , Nas Chemist, Transfern pharmacy ","-1.2885927, -1.215894, -1.3621855, -1.2650867, -1.282731, 0.5206237, -1.2203453","36.9504001, 36.88669160000001, 36.6555867, 36.8826178, 36.7848689, 35.2762755, 36.8945136",441
1570,Paracetamol ,Hedex,"ANGELIC STAR PHARMACEUTICALS, ANGELLIC STAR PHARMACY , Bripamu Medical Stores, Jubilee-Care Chemist, Perta Chemist","-1.2834847, -1.2844625, -1.3111251, -1.1003338, -1.1079318","36.889222, 36.885289, 36.8939304, 37.0129017, 37.016326",18
1571,Paracetamol ,Kaluma Strong,"B-sons pharmacy, Bripamu Medical Stores, CALMAK CHEMIST , CHARLIK PHARMACY, Falcon medical clinic , Jubilee-Care Chemist, MEDPLEX CHEMIST, Nas Chemist","-1.2673667, -1.3111251, -1.053931, -1.215894, -1.1003338, -1.4293031, 0.5206237","36.7509204, 36.8939304, 38.3631399, 36.88669160000001, 37.0129017, 36.6872005, 35.2762755",54
1572,Paracetamol ,Action,"ANGELIC STAR PHARMACEUTICALS, B-sons pharmacy, CARDINAL CHEMIST, EMIR HEALTH CENTER , Falcon medical clinic , Jubilee-Care Chemist, MEDPLEX CHEMIST, Nas Chemist","-1.2834847, -1.2673667, -1.3958137, -1.266125, -1.1003338, -1.4293031, 0.5206237","36.889222, 36.7509204, 36.7638655, 36.910522, 37.0129017, 36.6872005, 35.2762755",181
1574,Paracetamol ,"Panadol, Extra","ANGELLIC STAR PHARMACY , Bripamu Medical Stores, CHARLIK PHARMACY, Crowmed pharmaceuticals , Disanjo Chemist , EMIR HEALTH CENTER , Falcon medical clinic , Gitrose Pharmacy, Jufan Pharmacy, KARURA CHEMIST II  TILL 8073490, MEDIBLEND ","-1.2844625, -1.3111251, -1.215894, -1.3621855, -1.2650867, -1.266125, -1.2552408, -1.1650403, -1.2196352, -1.282731","36.885289, 36.8939304, 36.88669160000001, 36.6555867, 36.8826178, 36.910522, 36.6943718, 36.9696471, 36.7128582, 36.7848689",3755
1576,Paracetamol ,"Panadol, Cold And Flu Night",Jubilee-Care Chemist,-1.1003338,37.0129017,12
1577,Paracetamol ,Myospaz,"Crowmed pharmaceuticals , EMIR HEALTH CENTER , Jubilee-Care Chemist, KARURA CHEMIST II  TILL 8073490, MEDPLEX CHEMIST, Nas Chemist","-1.3621855, -1.266125, -1.1003338, -1.2196352, -1.4293031, 0.5206237","36.6555867, 36.910522, 37.0129017, 36.7128582, 36.6872005, 35.2762755",201
1579,Paracetamol ,Betapyn,"EMIR HEALTH CENTER , KARURA CHEMIST II  TILL 8073490, MEDPLEX CHEMIST","-1.266125, -1.2196352, -1.4293031","36.910522, 36.7128582, 36.6872005",311
1581,Paracetamol ,Track MR,EMIR HEALTH CENTER ,-1.266125,36.910522,10
1585,Paracetamol suppositories ,Adol,"ANGELLIC STAR PHARMACY , Apotek Pharmaceutical, Bonaim pharmacy , EMIR HEALTH CENTER , Falcon medical clinic ","-1.2844625, -1.2885927, -1.2062072, -1.266125","36.885289, 36.9504001, 36.89570200000001, 36.910522",46
1586,Paraffin,Liquid Parafin,MEDIBLEND ,-1.282731,36.7848689,2
1588,Phenobarbital (Phenobarbitone),Cosmos,"Apotek Pharmaceutical, CALMAK CHEMIST ","-1.2885927, -1.053931","36.9504001, 38.3631399",30
1593,Piroxicam,Generic,"ANGELIC STAR PHARMACEUTICALS, Apotek Pharmaceutical, Bonaim pharmacy , CARDINAL CHEMIST, Eloc pharmacy , Jubilee-Care Chemist, MEDIBLEND , MEDPLEX CHEMIST, urit medical ","-1.2834847, -1.2885927, -1.2062072, -1.3958137, -1.2953742, -1.1003338, -1.282731, -1.4293031, -1.1009928","36.889222, 36.9504001, 36.89570200000001, 36.7638655, 36.7455442, 37.0129017, 36.7848689, 36.6872005, 37.0129877",478
1594,Plaster - Fabric,Elastoplast,"Bonaim pharmacy , Falcon medical clinic ",-1.2062072,36.89570200000001,39
1595,Plaster - Zinc Oxide,ZOP,"Bonaim pharmacy , MEDPLEX CHEMIST","-1.2062072, -1.4293031","36.89570200000001, 36.6872005",6
1599,Plaster - Zinc Oxide,ZOP,Bripamu Medical Stores,-1.3111251,36.8939304,1
1604,Povidone Iodine,Peardine Mouthwash,"Falcon medical clinic , MEDIBLEND , MEDPLEX CHEMIST, Perta Chemist","-1.282731, -1.4293031, -1.1079318","36.7848689, 36.6872005, 37.016326",18
1605,Povidone Iodine,"Rexedine, Mouthwash",Jubilee-Care Chemist,-1.1003338,37.0129017,1
1610,Pramoxine ,Anusol Suppository,"ANGELIC STAR PHARMACEUTICALS, ANGELLIC STAR PHARMACY , MEDPLEX CHEMIST","-1.2834847, -1.2844625, -1.4293031","36.889222, 36.885289, 36.6872005",18
1614,Prednisolone,Generic,Disanjo Chemist ,-1.2650867,36.8826178,51
1615,Prednisolone,Dawasolone,"B-sons pharmacy, Bonaim pharmacy , Bripamu Medical Stores, Eloc pharmacy , Jubilee-Care Chemist","-1.2673667, -1.2062072, -1.3111251, -1.2953742, -1.1003338","36.7509204, 36.89570200000001, 36.8939304, 36.7455442, 37.0129017",263
1622,Prednisolone,Cosmos,"ANGELIC STAR PHARMACEUTICALS, ANGELLIC STAR PHARMACY , Apotek Pharmaceutical, Bripamu Medical Stores, Eloc pharmacy , EMIR HEALTH CENTER , SAMIALBA","-1.2834847, -1.2844625, -1.2885927, -1.3111251, -1.2953742, -1.266125, -1.279668","36.889222, 36.885289, 36.9504001, 36.8939304, 36.7455442, 36.910522, 36.82553",886
1623,Prednisolone,"psolone, Eye","Bonaim pharmacy , MEDPLEX CHEMIST","-1.2062072, -1.4293031","36.89570200000001, 36.6872005",4
1624,Prednisolone Sodium Phosphate,Predsol Forte,MEDPLEX CHEMIST,-1.4293031,36.6872005,2
1625,Prednisone,Cosmos,"ANGELIC STAR PHARMACEUTICALS, Apotek Pharmaceutical, Bripamu Medical Stores, KARURA CHEMIST II  TILL 8073490, MEDPLEX CHEMIST","-1.2834847, -1.2885927, -1.3111251, -1.2196352, -1.4293031","36.889222, 36.9504001, 36.8939304, 36.7128582, 36.6872005",766
1626,Pregabalin,segabin 75 sr,"ABIJO PHARMACY- WANYEE (Nairobi), ABM PHARMACY (NGARA STAGE) (Nairobi), ABM PHARMACY LIMITED (Nairobi), ABRAPHARMA PHARMACEUTICALS KASARANI (Nairobi), ACCIPITRIDAE CHEMIST (Nairobi), ACCRA PHARMACY LTD - OPPOSITE MLK HOSP (Nairobi), ACCRA PHARMACY LTD HAKATI (Nairobi), ACCRA-MED CHEMISTS LIMITED (Nairobi), ACESO PHARMACY WELLNESS PHARMACY KASARANI (Nairobi), ADONISI PHARMACEUTICALS (Nairobi), AFRILIFE CHEMIST LTD (BURUBURU) (Nairobi), AFYACARE PHARMA (Nairobi), AGA KHAN HEALTH  SERVICES,KENYA-RUAI (Nairobi), AGA KHAN HEALTH SERVICES,KENYA - HOMA BAY (Nairobi), AGAROSE PHARMACY (Nairobi), AGMART PHARMACEUTICALS-MUHOHO AVENUE (Nairobi), AHWAN PHARMACEUTICALS LIMITED (Nairobi), AHZAAB PHARMACY (Nairobi), AJWA PHARMACEUTICALS LIMITED (Nairobi), AKIMA PHARMACY (Nairobi), AL-AQSA DISPENSING CHEMIST (Nairobi), AL-HANAF PHARMACY (Nairobi), AL-HARAMAIN PHARMACEUTICAL COMPANY LIMITED (Nairobi), ALANE PHARMACY LTD (Nairobi), ALIF MEDICAL SERVICES LIMITED (Nairobi), ALISON AGROCHEM CHEMISTS LIMITED (Nairobi), ALKEN PHARM","-1.2953742, -1.2757621, -1.2848129, -1.2172469, -1.2575249, -1.2755888, -1.3066383, -1.2832624, -1.2333266, -1.2688065, -1.3089651, -1.2616578, -1.2618776, -1.2831312, -1.323767, -1.2589182, -1.2717589, -1.2647119, -1.2059489, -1.2715424, -1.2721321, -1.2744794, -1.276733, -1.2731049, -1.2253857, -1.2880112, -1.2958752, -1.3128673, -1.2460403, -1.284749, -1.1990686, -1.2579931, -1.2705845, -1.2715203, -1.2849625, -1.2869817, -1.2469388, -1.3139741, -1.2752485, -1.3152957, -1.2834847, -1.2773221, -1.3210273, -1.3211336, -1.2493027, -1.2786587, -1.2953175, -1.2624961, -1.2575724, -1.32349, -1.2816014, -1.2522439, -1.2736832, -1.2694513, -1.3068667, -1.271185, -1.2857603, -1.3138776, -1.2774177, -1.2844938, -1.2920658, -1.2520284, -1.3205309, -1.1835554, -1.2774587, -1.3647519, -1.2607843, -1.2964585, -1.2856445, -1.2004353, -1.2742434, -1.2741186, -1.317058, -1.1852458, -1.3127776, -1.272905, -1.2959953, -1.2525589, -1.2523093, -1.277364, -1.1975121, -1.3244384, -1.2837102, -1.275237, -1.2763955, -1.291999, -1.","36.7455442, 36.8290212, 36.7530976, 36.8959913, 36.9120257, 36.9109491, 36.8024294, 36.8266431, 36.9294375, 36.8093088, 36.8936368, 36.9759005, 36.8237412, 36.9029929, 36.843886, 36.8142488, 36.8480778, 36.8389479, 36.8952592, 36.8478688, 36.8424626, 36.8506309, 36.8307703, 36.8512824, 36.9210154, 36.8620558, 36.86992360000001, 36.889599, 36.87666979999999, 36.9000191, 36.9031977, 36.921258, 36.84557, 36.89315819999999, 36.987496, 36.8945577, 36.8686616, 36.9012134, 36.910138, 36.823283, 36.889222, 36.8158265, 36.8974843, 36.8006868, 36.6845007, 36.88855, 36.6984177, 36.8222835, 36.8117362, 36.70831, 36.818184, 36.8674089, 36.8511881, 36.7998296, 36.8969262, 36.8493086, 36.984962, 36.8951043, 36.7917285, 36.828068, 36.7946567, 36.70374049999999, 36.9005074, 36.85141, 36.9454922, 36.8082989, 36.7995443, 36.8297902, 36.9005796, 36.8435388, 36.844201, 36.8959223, 36.9068067, 36.8295928, 36.851265, 36.8082191, 36.927833, 36.9497128, 36.8760519, 36.9025748, 36.8984997, 36.7586288, 36.8219406, 36.8268934, 36.845801",1183
1628,Pregabalin,pergalin,"KARURA CHEMIST II  TILL 8073490, MEDPLEX CHEMIST","-1.2196352, -1.4293031","36.7128582, 36.6872005",81
1635,Pregabalin,Lyrica,KARURA CHEMIST II  TILL 8073490,-1.2196352,36.7128582,180
1638,Pregabalin,Epibalin,"Apotek Pharmaceutical, KARURA CHEMIST II  TILL 8073490","-1.2885927, -1.2196352","36.9504001, 36.7128582",99
1643,Probiotic,Floranorm,B-sons pharmacy,-1.2673667,36.7509204,1
1646,Promethazine,Generic,"B-sons pharmacy, BetahCare Family Health Clinic, Falcon medical clinic , Jubilee-Care Chemist, memah bestcare pharmacy","-1.2673667, -1.1003338, -0.3076936","36.7509204, 37.0129017, 38.2196697",173
1647,Promethazine,Histargan,"Eloc pharmacy , EMIR HEALTH CENTER , Jubilee-Care Chemist, MEDPLEX CHEMIST","-1.2953742, -1.266125, -1.1003338, -1.4293031","36.7455442, 36.910522, 37.0129017, 36.6872005",10
1648,Promethazine,Consaprom,"Apotek Pharmaceutical, BetahCare Family Health Clinic, urit medical ","-1.2885927, -1.1009928","36.9504001, 37.0129877",6
