address,name,country,Latitude,Longitude
mlolongo phase 3,Baraka ,KENYA,-1.3888707,36.952836
CBD,Mtaji Pharm,KENYA,-1.2861647,36.8271534
Nyayo Stadium,TryAccount,KENYA,-1.3039177,36.8236887
KAYOLE JUNCTION BEHIND DOVENEST RESTAURANT,UNICURE PHARMACY,KENYA,-1.278353,36.9077715
Kiserian ,MEDPLEX CHEMIST,KENYA,-1.4293031,36.6872005
kahawa west,joyline chemist,KENYA,-1.1972005,36.9024524
ngong ,space race,KENYA,-1.311053,36.745584
Kinganjo ,Nisamed pharmacy ,KENYA,-1.072757,37.0954027
Thika jomoko,Pure Life Pharmacy ,KENYA,-1.2198705,36.8890484
Thiks,Meditex pharmacy,KENYA,-1.2876736,36.8277787
KUTRH ,Salt and Light Pharmacy ,KENYA,-1.3037812,36.8103395
KUTRH ,Salt and Light Pharmacy ,KENYA,-1.3037812,36.8103395
Thika Ngoingwa,The Lords Chemist,KENYA,-1.2610085,36.8019247
"Golden Peacock, Lilongwe",D-tree,KENYA,-13.9610582,33.7990791
Posta Nairobi Ngong Road,Flavia Pharmacy,KENYA,-1.3001971,36.7738976
Kinyanjui Road,Gladema pharmacy ,KENYA,-1.2937274,36.7449832
ongata rongai,Napema pharmacy,KENYA,-1.392421,36.7661192
Nairobi CBD,Cray Pharma,KENYA,-1.3068231,36.8771554
Zimmerman ,Sohan Medical Centre,KENYA,-1.2140954,36.8957636
Githurai mwihoko,Cosmos medical centre,KENYA,-1.20599,36.9196685
Fedha road,Tesfa pharmacy ,KENYA,-1.3147787,36.8964428
"No100, Negombo Road.Kandana ",Family Clinic ,KENYA,7.044590500000001,79.8972367
Chokaa,Carlmuko Chemist,KENYA,-1.2498215,36.9514526
Sunton kasarani,Mwiki Road hospital/pharmacy,KENYA,-1.2297266,36.9215115
Makadara railway station ,Bwina pharmaceuticals ,KENYA,-1.2960273,36.8705727
Near Roseline Academy,Sinka Pharmacy ,KENYA,-1.2161518,36.7994133
Imara daima,Cetamol chemist imara,KENYA,-1.3253519,36.8802548
Santon road ,CELLY pharmacy ,KENYA,-1.2784218,36.8504755
NAIROBI,ELSHAMA LTD,KENYA,-1.2635472,36.8402287
LUMUMBA DRIVE ROYSAMBU,CHARLIK PHARMACY,KENYA,-1.215894,36.88669160000001
Athi river sokoni,Update chemists,KENYA,-1.4522902,36.974174
Athi River Nyambura,Pharmrob chemist,KENYA,-1.4571853,36.9751665
Zimmerman ,RADWAYS DISPENSING PHARMACY ,KENYA,-1.2098763,36.8995761
"Zimmerman Base Road, Nairobi, Kenya",Afueni chemist ,KENYA,-1.2093294,36.8949438
Athi river,Genevision pharmacy,KENYA,-1.4532496,36.971792
Zimmerman ACK Road opposite chiefs office ,Bonaim pharmacy ,KENYA,-1.2062072,36.89570200000001
"Kasarani Mwiki Road, Nairobi, Kenya",Abrapharma pharmaceuticals,KENYA,-1.2172469,36.8959913
Kitengela mwireri rd,Rofaplus Pharmacy ,KENYA,-1.4791361,36.95836
AR Campus,Best Care Pharmacy(Test),KENYA,-1.2852251,36.7531963
Karura 2 wamakumi,KARURA CHEMIST II  TILL 8073490,KENYA,-1.2196352,36.7128582
Kiambu town,Tamanji homes,KENYA,-1.1988598,36.9101749
"Argwings Kodhek Road, Nairobi, Kenya",Discovery Pharmacy,KENYA,-1.2946673,36.7971519
Lucky Summer ,HildaBensill,KENYA,-1.2386044,36.899007
babago,falo peac,KENYA,-1.2891239,36.949921
Ruiru land registry ,Fine living pharmacy ,KENYA,-1.145788,36.96005359999999
Mlolongo ,Lifemed 3ds mlolongo ,KENYA,-1.3940237,36.9390723
Mombasa,Braeghton ,KENYA,-4.023535,39.6304668
Saika,ONLINE ,KENYA,-1.2528969,36.913794
"Saika, Mwangenya",SABED PHARMACY ,KENYA,-1.2573158,36.9162208
"Kangundo Road, Umoja, Nairobi, Kenya",RANASE MEDICARE ,KENYA,-1.2789667,36.9072976
Chokaa,Tumaini Pharmacy ,KENYA,-1.2635376,36.9173265
Embul bul,Leevalchem pharmacy,KENYA,-1.3347861,36.673981
Embulbul ,Jomed chemist ,KENYA,-0.5433125,37.4566875
Pipeline,Malick Chemist,KENYA,-1.3204513,36.8962741
Olympic,Miliecare,KENYA,,
Kibera near Shofco Distributors ,Lynnacare Chemist ,KENYA,-1.306949,36.7871773
Along Gatwikira ,LakeSide Chemist ,KENYA,-1.3157648,36.7837175
Nairobi,City Kamar,KENYA,-1.213486,36.910767
1184,Tylenek ,KENYA,-1.2986566,36.7782771
Next to tosha kitengela west,Aceso pharmacy,KENYA,-1.4915684,36.9551409
,Davros pharmacy ,KENYA,-1.3205309,36.70374049999999
RONGAI,CARDINAL CHEMIST,KENYA,-1.3958137,36.7638655
Near Deliverance church Kariobangi South,Disanjo Chemist ,KENYA,-1.2650867,36.8826178
"516 Ruiru Entry Off Thika Road, Ruiru, Kenya",Jochamu Chemist Ruiru,KENYA,-1.147016,36.9584749
Kariobangi South civil ,Fima pharmacy ,KENYA,-1.2620109,36.8887916
Mutarakwa Road,Manfred medcare,KENYA,-1.265639,36.750018
Ruiru wataalam,Leewina Drug Stores,KENYA,-1.1463798,36.9578111
"Ruiru Kamiti Road, Kenya",Pentagon chemist ,KENYA,-1.147113,36.9594663
Ruiru wataalam,Family care hospital/chemist ,KENYA,-1.1720505,36.8423168
"Ruai,opp Fastmartt supermarket ",PATAN CHEMIST ,KENYA,-1.2693533,36.9930205
Thiongo road,PIO Pharmacy ,KENYA,-1.2728879,36.744336
Thiongo rd kangemi,Diabetic center,KENYA,-1.2674105,36.7349649
Ngong Kenya,Crowmed pharmaceuticals ,KENYA,-1.3621855,36.6555867
Kangemi ,Sunshine Chemist,KENYA,-1.2705263,36.7454636
Redsoil ,Pesh chemist,KENYA,-1.2563775,36.9241304
GITHURAI,GRITCARRE PHARMACY,KENYA,-1.2028974,36.9169883
Mwihoko ,Jollychem,KENYA,-1.206885,36.9205694
MIGORI TOWN,AFYA NZURI PHARMACEUTICALS,KENYA,-1.0615576,34.4743038
Mlolongo ,Mercilin Afya services ,KENYA,-1.3921923,36.9407301
Kayole spine rd,George Pharmacy,KENYA,-1.278353,36.9077715
"Kware,Rongai ",Barbie's chem ,KENYA,-1.2827303,36.82766
Ngong ,Lukamu chemist ,KENYA,-1.3630685,36.65592470000001
Ongata Rongai ,Cafran pharm chemist ,KENYA,-1.3967573,36.7480242
Nkoroi ,Heilen pharmacy ,KENYA,-1.3972098,36.7528888
ATHIRIVER,MANGAPHARM ATHI CHEMIST,KENYA,-1.457513,36.9745436
Kasarani ,Chemworld pharmacy ,KENYA,-1.2214489,36.9142962
Kasarani,Regenta chemist,KENYA,-1.2185628,36.8955596
kiwaki Ndumbuini,JOMOPHARM & MEDICAL SERVICES,KENYA,-1.2544496,36.7183104
Kasarani Hunters ,Alison Hospital/ Pharmacy ,KENYA,-1.2244633,36.920095
Sunton,Teshamed chemist ,KENYA,-1.2309656,36.91913960000001
Uthiru,Nam pharmacy,KENYA,-1.2619795,36.7183299
"Chokaa, near Catholic Church",Domain Healthcare ,KENYA,-1.2560561,36.9500303
,Kinka Stage Pharmacy ,KENYA,-1.2755418,36.8240373
Co-op bank Juja,Sanaa pharmaceutical,KENYA,-1.1062175,37.0146583
"DAVRUT COMPLEX, JUJA",EMAJENT CARE,KENYA,-1.1055519,37.0139047
KASARANI,MEDWIN PHARMACEUTICALS,KENYA,-1.233292,36.9294633
On Rising cock Hostel Building ,Jubiliee-Care Chemist ,KENYA,-1.1003338,37.0129017
"Ngong Road, Nairobi, Kenya",Elpason Chemist,Kenya,-1.3485312,36.66102679999999
kangemi,B-sons pharmacy,KENYA,-1.2673667,36.7509204
Kiambaa,Royal heathcare ,KENYA,-1.2146742,36.903498
"Kawangware Road, Nairobi, Kenya",polle pharmacy,Kenya,-1.2889561,36.7468204
Nairobi,Pro Star,KENYA,-1.2997966,36.7843403
"Kiganjo - British American Tobacco Road, Thika, Kenya",Lifechem kiganjo,Kenya,-1.0739425,37.09809010000001
Luckysummer ,Davisha Healthcare ,KENYA,-1.2374075,36.8986594
Lucky Summer,Lucky Summer Chemist ltd,KENYA,-1.2345294,36.9038803
"C19, Homa Bay, Kenya",E-mol pharmaceutical Ltd,Kenya,-0.5417508,34.4553829
Kibera,Tree Top Pharmacy ,KENYA,-1.2853715,36.8190588
"Ruiru Flyover, Ruiru, Kenya",MODERN HEALTH CHEMIST ,Kenya,-1.1528136,36.9730637
Pipeline ,Bripamu Medical Stores,KENYA,-1.3111251,36.8939304
MWIKI NEAR RONGAI SUPERMARKET,SKYLINE HEALTH,KENYA,-1.2350035,36.9323831
Ngumba Estate,Adonis Chemist,KENYA,-1.2336062,36.8845344
Satelite imara,Lilex Pharmaceuticals ,KENYA,-1.3268955,36.8526944
"Pipeline Estate Road, Nairobi, Kenya",the mopris pharmacy ,Kenya,-1.3219575,36.89737179999999
NGONG ,Africure pharmaceuticals ,KENYA,-1.3345815,36.67355939999999
garden city  mall,PINMARK   CHEMIST,KENYA,-1.2323323,36.8787058
"Garissa Road, Kenya",Shining ,Kenya,-1.2800424,36.8518946
"Oginga Odinga Road, Kisumu, Kenya",Kentons ,Kenya,-0.1015029,34.7519468
"Thika Road, Nairobi, Kenya",allpharm pharmacy ,Kenya,-1.2499146,36.8612924
Bee Center,Umoja base Clinic,KENYA,-1.2821248,36.8879083
"Juja Square Building, Ground Floor",Greenbay Pharmacy,KENYA,-1.1049818,37.0138051
"Nairobi, CBD",leo Pharmacy,KENYA,-1.2543259,36.720774
"Nairobi, CBD",Leo Pharmacy,KENYA,-1.2543259,36.720774
Red plate resturant,Talic pharmacy,KENYA,-1.2184806,36.8861218
ruiru,test,KENYA,-1.1443588,36.9485775
"Ghourian - Zendeh Jan - Herat Road, Zendeh Jan, Afghanistan",Edris-NaviD,Afghanistan,34.3455593,61.7414904
Davekon Palace,Davekon Pharmaceutical LTD,KENYA,-1.1722626,36.7580587
"Mombasa Road, Mlolongo, Kenya",Ndalani chemist,Kenya,-1.3915372,36.9404248
"Nairobi, CBD",Lilo,KENYA,-1.3106691,36.8250274
Nairobi ,shifaa chemist,KENYA,-1.2737878,36.845224
Imara Daima opposite Pefa Church,Mannah Healthcare ,KENYA,-1.3241918,36.8890776
njenga,falcon,KENYA,-1.3151019,36.8835772
Transami NorthAirport road,Emyrald Healthcare ,KENYA,-1.2950765,36.7981293
Thika,lifechem kiganjo,KENYA,-1.2645893,36.895604
Thika,kiganjo lifechem,KENYA,-1.0903718,37.1070416
Lavington,Jogevk,KENYA,-1.2829819,36.76666050000001
Matasia,Mongolia chemist,KENYA,-1.391753,36.6832653
NOOR HOUSE,ELLACARE PHARMACY,KENYA,-1.2634138,36.8036779
"Gandhinagar Road, Kolhapur, Maharashtra, India",Radheshyam medical ,India,22.7273365,88.33218629999999
"Bombolulu, Kibra",KIBRA CHEMIST,KENYA,-1.3120734,36.775065
Rosters ,Drughub Pharmacy ,KENYA,-1.2318004,36.8725528
Kamakis,Superfine Pharmacy,KENYA,-1.1705212,36.9703222
"Thika, Makongeni",JOWAMED CARE PHARMACEUTICAL LTD,KENYA,-1.0367264,37.0762971
P.O 32 MUMIAS,REMMY COSMETIC ,KENYA,-0.1004884,34.7537051
"Rising cock, Juja",Jubilee care,KENYA,-1.1003338,37.0129017
Molo Hse ,Nakuru Afya Chemist,KENYA,-0.2841077,36.0733805
Chairman road Kitengela,SIDAI CHEMIST,KENYA,-1.4779526,36.9577694
Eastern bypass,Tikvah Valley Pharmaceuticlas,KENYA,-1.1581624,36.9371627
Mountain View Mall,D.O pharmacy,KENYA,-1.2655861,36.7409511
Ruiru ,Faraja Chemist,KENYA,-1.1481922,36.9594771
Utawala Lakewood,Barbara Pharmacy,KENYA,,
Canopy Zimmerman.,Larrymed pharmaceuticals ,KENYA,-1.2127018,36.8954307
Dimples Pharmacy Ltd,Dimples Pharmacy Ltd,KENYA,-1.2153329,36.895116
CBD Nakuru ,Zen pharmaceuticals ltd,KENYA,-0.2852888,36.0706984
4,JESUSTAR  PHARMACY ,KENYA,-1.3111015,36.8010383
"Catherine Ndereba Road,Imara Daima",CareFirst ,KENYA,-1.3241918,36.8890776
Makina ,Tikotiko Chemist ,KENYA,-1.3080828,36.7819929
"Roasters,",SETIA KIARA PHARMACY,KENYA,-1.2333258,36.87290309999999
jjj,CareForte Pharmacy Ltd,KENYA,-1.3220062,36.8272554
Tassia,Ciref,KENYA,-1.310957,36.8925061
naivasha rd,Tomikol,KENYA,-1.2879038,36.7417115
"Lamu Road, Malindi ",Pine Court ,KENYA,-3.2087572,40.1172619
Merchant square Nairobi,testFFa1,KENYA,,
Kitengela,Loipan Pharmacy,KENYA,-1.4766794,36.9597949
72,Halleluyah chemist ,KENYA,-1.2698582,36.8990098
Uthiru stage,Tarapharm ,KENYA,-1.26445,36.721303
Rubis Gikambura,Holo Pharmacy ,KENYA,-1.3635143,36.6562294
42267 00100,VANIEZ ,KENYA,-1.2842387,36.7875052
Kikuyu Town,Betamed Chemist,KENYA,-1.2445352,36.662571
Maili 10,Mipani pharmacy ,KENYA,-1.4044871,36.7178531
"Jeda plaza, Lumumba drive, Roysambu ",Glanver ,KENYA,-1.2167602,36.8911789
kenyatta road,skynix medical,KENYA,-1.1280983,37.0066552
Komarock sector 3B opposite komarock modern hospital,EMIR HEALTH CENTER ,KENYA,-1.266125,36.910522
Rongai,Stemu pharmacy ,KENYA,-1.3925554,36.7510924
Rongai,Msamaria pharmaceuticals,KENYA,-1.3958255,36.763838
Rongai,Changu pharmacy ,KENYA,-1.3973904,36.7561417
Magadi Rd. opposite Church road ,Andre Pharmaceuticals ,KENYA,-1.3954461,36.7313557
"Trm drive, behind redplate",Vitalmeds,KENYA,-1.2189312,36.8861527
MOI DRIVE ,GRASTEL PHARMACY,KENYA,-1.287671,36.8918716
Rosters ,Hychem pharmacy ,KENYA,-1.2340801,36.8723291
LATEMA ROAD,MTALIANO PHARMACEUTICALS LIMITED (Nairobi),KENYA,-1.2823307,36.8251521
38 MUTHANGARI ROAD,SAINARD PHARMACEUTICALS LIMITED (Nairobi),KENYA,-1.2875861,36.7718006
KAMITI ROAD,WEST CONGO PHARMACY LIMITED (Nairobi),KENYA,-1.1898673,36.8963196
WANYEE ROAD,ABIJO PHARMACY- WANYEE (Nairobi),KENYA,-1.2953742,36.7455442
00206-176,ABM PHARMACY (NGARA STAGE) (Nairobi),KENYA,-1.2757621,36.8290212
MACHARIA ROAD,ABM PHARMACY LIMITED (Nairobi),KENYA,-1.2848129,36.7530976
SANTON STREET,ABRAPHARMA PHARMACEUTICALS KASARANI (Nairobi),KENYA,-1.2172469,36.8959913
KOMAROCK ROAD,ACCIPITRIDAE CHEMIST (Nairobi),KENYA,-1.2575249,36.9120257
SPINE RD,ACCRA PHARMACY LTD - OPPOSITE MLK HOSP (Nairobi),KENYA,-1.2755888,36.9109491
HAKATI ROAD,ACCRA PHARMACY LTD HAKATI (Nairobi),KENYA,-1.3066383,36.8024294
ACCRA ROAD,ACCRA-MED CHEMISTS LIMITED (Nairobi),KENYA,-1.2832624,36.8266431
NAIVASHA ROAD,ACE CARE PHARMACEUTICALS  (Nairobi),KENYA,-1.2829416,36.7369557
MWIKI ROAD,ACESO PHARMACY WELLNESS PHARMACY KASARANI (Nairobi),KENYA,-1.2333266,36.9294375
BREWERIES,ADONISI PHARMACEUTICALS (Nairobi),KENYA,-1.2688065,36.8093088
MUMIAS,AFRILIFE CHEMIST LTD (BURUBURU) (Nairobi),KENYA,-1.2688065,36.8093088
OUTERING ROAD,AFYACARE PHARMA (Nairobi),KENYA,-1.3089651,36.8936368
KANGUNDO,"AGA KHAN HEALTH  SERVICES,KENYA-RUAI (Nairobi)",KENYA,-1.2616578,36.9759005
,"AGA KHAN HEALTH SERVICES,KENYA - HOMA BAY (Nairobi)",KENYA,-1.2618776,36.8237412
SPINE ROAD,AGAROSE PHARMACY (Nairobi),KENYA,-1.2831312,36.9029929
MUHOHO AVENUE,AGMART PHARMACEUTICALS-MUHOHO AVENUE (Nairobi),KENYA,-1.323767,36.843886
3RD PARKLANDS AVENUE,AHWAN PHARMACEUTICALS LIMITED (Nairobi),KENYA,-1.2589182,36.8142488
MAJOR MURIITHI STREET,AHZAAB PHARMACY (Nairobi),KENYA,-1.2717589,36.8480778
AGOI RD PANGANI,AJWA PHARMACEUTICALS LIMITED (Nairobi),KENYA,-1.2647119,36.8389479
KAMITI ROAD,AKIMA PHARMACY (Nairobi),KENYA,-1.2059489,36.8952592
2ND AVENUE,AL-AQSA DISPENSING CHEMIST (Nairobi),KENYA,-1.2715424,36.8478688
HOMBE RD,AL-HANAF PHARMACY (Nairobi),KENYA,-1.2721321,36.8424626
7TH STREET,AL-HARAMAIN PHARMACEUTICAL COMPANY LIMITED (Nairobi),KENYA,-1.2744794,36.8506309
MUGO KIARIE PARKROAD,ALANE PHARMACY LTD (Nairobi),KENYA,-1.276733,36.8307703
5TH STREET,ALIF MEDICAL SERVICES LIMITED (Nairobi),KENYA,-1.2731049,36.8512824
HUNTERS,ALISON AGROCHEM CHEMISTS LIMITED (Nairobi),KENYA,-1.2253857,36.9210154
BAHATI ROAD,ALKEN PHARMACEUTICAL LTD (Nairobi),KENYA,-1.2880112,36.8620558
MANYAJA ROAD,ALKEN PHARMACEUTICAL LTD - B-CENTRE (Nairobi),KENYA,-1.2880112,36.8620558
HAMZA RD,ALKEN PHARMACEUTICALS LTD (Nairobi),KENYA,-1.2958752,36.86992360000001
JOGOO RD,ALKEN PHARMACEUTICALS-JOGOO RD (Nairobi),KENYA,-1.2958752,36.86992360000001
PIPELINE NEAR KENYA BUILDERS,ALLAMED PHARMACEUTICALS LIMITED (Nairobi),KENYA,-1.3128673,36.889599
OFF MUTARAKWA ROAD,ALLGREEN PHARMACEUTICALS (Nairobi),KENYA,-1.2460403,36.87666979999999
TENA ESTATE,ALLIUM PHARMACY (Nairobi),KENYA,-1.284749,36.9000191
BIMA ROAD,ALLOPHARM PHARMACY (Nairobi),KENYA,-1.2172469,36.8959913
GLADYS GIRLS HIGH SCHOOL,ALLPHARM CHEMIST (Nairobi),KENYA,-1.1990686,36.9031977
KANGUNDO ROAD,ALLYWOOD PHARMACY & DISPENSING CHEMIST (Nairobi),KENYA,-1.2579931,36.921258
KIRONGOTHI STREET,ALMIS PHARMACEUTICAL LIMITED (Nairobi),KENYA,-1.2705845,36.84557
KABIRIA,ALMOND PHARMACY KABIRIA (Nairobi),KENYA,-1.2913585,36.7339325
UMOJA THREE STREET,ALPHADOSE PHARMACY (Nairobi),KENYA,-1.2715203,36.89315819999999
UTAWALA-GITHUNGURI RD,ALPHAMED DESPENSING CHEMIST (Nairobi),KENYA,-1.2849625,36.987496
MOI DRIVE,ALPRECO DISPENSING CHEMIST (Nairobi),KENYA,-1.2869817,36.8945577
NAIROBI KARATINA HIGHWAY,ALTITUDE PHARMACY,KENYA,-1.2597254,36.8268476
,ALUMIX HEALTHCARE LIMITED - (Nairobi),KENYA,-1.2849438,36.9861242
MARKET ROAD,ALVODEV PHARMACEUTICALS LIMITED (Nairobi),KENYA,-1.2469388,36.8686616
CHURCH ROAD,AMARANDA PHARMACY (Nairobi),KENYA,-1.3139741,36.9012134
SPINE ROAD,AMICARE CHEMISTS (Nairobi),KENYA,-1.2752485,36.910138
OLE SHAPARA ROAD,AMIST CHEMISTS LIMITED (Nairobi),KENYA,-1.3152957,36.823283
KASARANI MWIKI ROAD,ANDRON CHEMIST (Nairobi),KENYA,-1.2185276,36.9025676
MOI DRIVE,ANGELIC STAR PHARMACY (Nairobi),KENYA,-1.2834847,36.889222
KIAMBU ROAD,ANGRAC COMPANY LIMITED (Nairobi),KENYA,-1.2773221,36.8158265
OUTERING ROAD,ANISAH CHEMIST (Nairobi),KENYA,-1.3210273,36.8974843
MANYANJA STREET,ANIVCARE HEALTH PHARMACY (Nairobi),KENYA,-1.3211336,36.8006868
KIBIKU,ANMARC CHEMIST (Nairobi),KENYA,-1.2735173,36.96363580000001
UHURU ROAD,ANNOINTED PHARMACEUTICALS LTD-MUTHIGA STAGE (Nairobi),KENYA,-1.2493027,36.6845007
MOI DRIVE,ANTOCHEM PHARMACY (Nairobi),KENYA,-1.2786587,36.88855
MUTUINI,ANTONIO MEMZCHEMIST (Nairobi),KENYA,-1.2953175,36.6984177
THIRD PARKLANDS AVENUE,APOCARE PHARMACY LIMITED (Nairobi),KENYA,-1.2624961,36.8222835
MARKET ROAD,Eliss Medical Center,KENYA,0.4190794,34.4267571
KIPKAPUS  ROAD,APOLO HEALTHCARE-NAIROBI (Nairobi),KENYA,-1.2575724,36.8117362
LANGATA RD,APPLEGENE PHARMACY LTD (Nairobi),KENYA,-1.32349,36.70831
MONROVIA STREET,APPLETON PHARMACEUTICALS LIMITED (Nairobi),KENYA,-1.2816014,36.818184
MATHARE NORTH ROAD,ARABICA CHEMISTS-KASARANI (Nairobi),KENYA,-1.2522439,36.8674089
LUCKY SUMMER ROAD,ARABICA CHEMISTS-LUCKY SUMMER ROAD (Nairobi),KENYA,-1.2345294,36.9038803
AL-HIDAYA AREA,ARFAAT PHARMACY- EASTLEIGH (Nairobi),KENYA,-1.2736832,36.8511881
RIVERSIDE DRIVE,ARNICA PHARMACEUTICALS LTD (Nairobi),KENYA,-1.2694513,36.7998296
FEDHA ROAD TASSIA,ARYA PHARMACEUTICALS (Nairobi),KENYA,-1.3068667,36.8969262
LANGATA SOUTH ROAD,ASCENT MEDMART (Nairobi),KENYA,-1.3590694,36.7468779
,ASHBRIDGE PHARMACEUTICALS (Nairobi),KENYA,-1.271185,36.8493086
GINGURI UTAWALA ROAD,ASHOKEM PHARMACEUTICALS (Nairobi),KENYA,-1.2857603,36.984962
FEDHA AVENUE,ASMIT PHARMACEUTICALS - FEDHA (Nairobi),KENYA,-1.3138776,36.8951043
GICHUGU ROAD,ASMIT PHARMACEUTICALS LTD (Nairobi),KENYA,-1.2774177,36.7917285
MUNYU ROAD,ASSURED PHARMACEUTICALS LTD (Nairobi),KENYA,-1.2844938,36.828068
OLE SANGALE ROAD,ASTRAVALE PHARMACEE LTD (Nairobi),KENYA,-1.2920658,36.8219462
GENERAL MATHENGE DRIVE,AURA HEALTHCARE LIMITED (Nairobi),KENYA,-1.2520284,36.7946567
KAREN-NGONG,AVA PHARMACY LIMITED (Nairobi),KENYA,-1.3205309,36.70374049999999
12 TH,AWALE II PHARMACEUTICALS LTD (Nairobi),KENYA,-1.2706834,36.8466657
"2ND AVENUE,5TH STREET",AWALE PHARMACEUTICALS LTD (Nairobi),KENYA,-1.2706834,36.8466657
NAIROBI ROAD,AWASICARE PHARMACY,KENYA,-1.3205309,36.70374049999999
KAMITI ROAD,AZERA PHARMACY (Nairobi),KENYA,-1.1835554,36.9005074
11TH STREET,AZRAH MEDICAL CENTRE LIMITED (Nairobi),KENYA,-1.2774587,36.85141
KATANI ROAD,BADGE PHARMACY (Nairobi),KENYA,-1.3647519,36.9454922
FIFTH STREET,BAHRAIN PHARMA LIMITED (Nairobi),KENYA,-1.2607843,36.8082989
,BALKAM PHARMACEUTICALS (Nairobi),KENYA,-1.2964585,36.7995443
WAWERU ROAD,BAMCHEM PHARMACY-NAIROBI (Nairobi),KENYA,-1.2856445,36.8297902
KAMITI ROAD,BANADOZ PHARMACEUTICALS (Nairobi),KENYA,-1.2004353,36.9005796
JAM STREET,BARAKAAT CHEMIST LIMITED- USHIRIKA (Nairobi),KENYA,-1.2742434,36.8435388
KIPANGA ATHUMANI ROAD,BARAKAAT CHEMIST LTD (Nairobi),KENYA,-1.2742434,36.8435388
KIPANDE ATHUMANI,BARIYOW MEDICAL CENTRE LTD (Nairobi),KENYA,-1.2741186,36.844201
OUTERING ROAD,BARTON PHAMACY (Nairobi),KENYA,-1.317058,36.8959223
KAMITI ROAD,BASE DRUG PHARMACY (Nairobi),KENYA,-1.1852458,36.9068067
BIMA ROAD,BASE PHARMACEUTICALS (Nairobi),KENYA,-1.1852458,36.9068067
,BEALLARA PHARMACY (Nairobi),KENYA,-1.3244384,36.8984997
MOMBASA ROAD,BEKY HOLDING PHARMACY LTD (Nairobi),KENYA,-1.3127776,36.8295928
LIMURU ROAD,BEKY HOLDINGS PHARMACY (Nairobi),KENYA,-1.2323179,36.8035009
5TH AVENUE,BEN-AMMI PHARMACIES LTD (Nairobi),KENYA,-1.272905,36.851265
RAGATI,BEN-AMMI PHARMCIES- NHIF (Nairobi),KENYA,-1.2959953,36.8082191
KANGUNDO RD,BENAMED PHARMACY (Nairobi),KENYA,-1.2525589,36.927833
KANGUNDO ROAD,BENCHMARK PHARMACY (Nairobi),KENYA,-1.2523093,36.9497128
NGONG\' ROAD,BERRIES PHARMACY (Nairobi),KENYA,-1.277364,36.8760519
KAMITI RD,BETTAN PHARMACY (Nairobi),KENYA,-1.1975121,36.9025748
KANGUNDO ROAD,BEVCO PHARMACEUTICAL (Nairobi),KENYA,-1.3244384,36.8984997
MANYANJA ROAD,BEVEL CHEMIST-UMOJA II (Nairobi),KENYA,-1.284504,36.9002232
FIRST AVENUE,BEYOND PHARMACEUTICALS-EASTLEIGH (Nairobi),KENYA,-1.2837102,36.7586288
NGARA ROAD,BHAVESH CHEMIST (MAIN) (Nairobi),KENYA,-1.275237,36.8219406
NGARA ROAD,BHAVESH CHEMIST (TOMFRANK) (Nairobi),KENYA,-1.275237,36.8219406
MFANGANO ST,BIBO PHARMACEUTICALS LTD-MFANGANO (Nairobi),KENYA,-1.2763955,36.8268934
JOGOO ROAD,BIG BROTHERS CHEMIST (Nairobi),KENYA,-1.291999,36.8458016
MANYANJA ROAD,BIGSTAR PHARMACY (Nairobi),KENYA,-1.2906482,36.9029842
OFF KANGUNDO RD,BILLY\'S CHEMISTS (Nairobi),KENYA,-1.2871746,36.89397
MFUBUNDU RD,BINGWA PHARMCARE (Nairobi),KENYA,-1.2846548,36.8572037
JUAKALI RD,BIOLIVE CHEMIST (Nairobi),KENYA,-1.2931221,36.7897254
NYAYO,BITAB PHARMACY (Nairobi),KENYA,-1.3082142,36.9118572
KLARIE HIHU ROAD 8,BIYON HEALTH CARE LIMITED (Nairobi),KENYA,-1.260093,36.8026754
MUGUMONI ST.,BIZET PHARMA LTD (Nairobi),KENYA,-1.2828012,36.8160691
ELDORET ROAD,BLESSED JAB (Nairobi),KENYA,-1.2868487,36.862608
NGARA,BLIXEN PHARMA LTD (Nairobi),KENYA,-1.2710617,36.8325956
OFF KANGUNDO ROAD,BLOOMMED PHARMACY (Nairobi),KENYA,-1.2569541,36.9215126
KAMUNDE RD,BLOSSOM PHARMACEUTICALS (Nairobi),KENYA,-1.2803592,36.82219449999999
NAIVASHA ROAD,BLUE OCEAN PHARMACEUTICALS (Nairobi),KENYA,-1.2808859,36.825352
KAMUNDE RD,BLURACE CHEMIST (Nairobi),KENYA,-1.2531156,36.885908
KANGUNDO ROAD,BOMA PHARMACEUTICAL LIMITED (Nairobi),KENYA,-1.2515793,36.954872
CDF ROAD OFF MANYAJA ROAD,BON SANTE PHARMACEUTICALS LTD  (Nairobi),KENYA,-1.265401,36.802428
THIKA RD,BOND PHARMACEUTICALS (Nairobi),KENYA,-1.2316361,36.8838508
EASTERN BYPASS,BONFAITH HEALTHCARE LIMITED-HURUMA (Nairobi),KENYA,-1.2782375,36.9475655
OUTERING ROAD,BONGO PHARMACEUTICALS-TARSIA (Nairobi),KENYA,-1.3093441,36.8936934
WANYEE ROAD,BONIS CHEMIST (Nairobi),KENYA,-1.2949474,36.7478597
IGIRIAKURUI ROAD,BRANSTONE PHARMACY (Nairobi),KENYA,-1.300208,36.7826062
METAMETA ROAD,BREAMS PHARMACARE (Nairobi),KENYA,-1.2582779,36.8665201
